term,count,level,name
GO:0050377,3,5,"UDP-glucose 4,6-dehydratase activity"
GO:0015148,3,7,D-xylose transmembrane transporter activity
GO:0035237,3,6,corazonin receptor activity
GO:1904931,3,3,MCM complex binding
GO:0150100,3,5,RNA binding involved in posttranscriptional gene silencing
GO:0018662,3,5,phenol 2-monooxygenase activity
GO:0047056,3,5,(S)-canadine synthase activity
GO:0060241,3,4,lysozyme inhibitor activity
GO:0071522,3,5,ureidoglycine aminohydrolase activity
GO:0090589,3,5,protein-phosphocysteine-trehalose phosphotransferase system transporter activity
GO:0044748,3,7,3'-5'-exoribonuclease activity involved in mature miRNA 3'-end processing
GO:0004773,3,5,steryl-sulfatase activity
GO:0015221,3,3,lipopolysaccharide transmembrane transporter activity
GO:0052924,3,4,all-trans-nonaprenyl-diphosphate synthase (geranylgeranyl-diphosphate specific) activity
GO:0047613,3,5,aconitate decarboxylase activity
GO:0047374,3,4,methylumbelliferyl-acetate deacetylase activity
GO:0140346,3,5,phosphatidylserine flippase activity
GO:0047821,3,6,D-glutamate oxidase activity
GO:0080104,3,4,5-methylthiopropyl glucosinolate S-oxygenase activity
GO:0052722,3,4,fatty acid in-chain hydroxylase activity
GO:0019134,3,7,glucosamine-1-phosphate N-acetyltransferase activity
GO:0052757,3,7,chondroitin hydrolase activity
GO:1990272,3,4,anti-Mullerian hormone receptor activity
GO:0033981,3,5,D-dopachrome decarboxylase activity
GO:0045518,3,5,interleukin-22 receptor binding
GO:0016490,3,2,structural constituent of peritrophic membrane
GO:0016990,3,5,arginine deiminase activity
GO:0015412,3,6,ATPase-coupled molybdate transmembrane transporter activity
GO:0033916,3,5,beta-agarase activity
GO:0015444,3,6,"magnesium transmembrane transporter activity, phosphorylative mechanism"
GO:0043825,3,5,succinylornithine transaminase activity
GO:0047603,3,6,acetoacetyl-CoA hydrolase activity
GO:0070594,3,8,juvenile hormone response element binding
GO:0018833,3,4,DDT-dehydrochlorinase activity
GO:0050071,3,4,lysyltransferase activity
GO:0044687,3,4,geranylfarnesyl diphosphate synthase activity
GO:0050151,3,5,oleate hydratase activity
GO:0050512,3,6,lactosylceramide 4-alpha-galactosyltransferase activity
GO:0047782,3,7,coniferin beta-glucosidase activity
GO:0070975,3,4,FHA domain binding
GO:0010294,3,6,abscisic acid glucosyltransferase activity
GO:0047341,3,6,fucose-1-phosphate guanylyltransferase activity
GO:0008949,3,5,oxalyl-CoA decarboxylase activity
GO:0047209,3,6,coniferyl-alcohol glucosyltransferase activity
GO:0047589,3,5,5-aminovalerate transaminase activity
GO:1905059,3,7,calcium-transporting ATPase activity involved in regulation of postsynaptic cytosolic calcium ion concentration
GO:0008756,3,5,o-succinylbenzoate-CoA ligase activity
GO:0047225,3,4,"acetylgalactosaminyl-O-glycosyl-glycoprotein beta-1,6-N-acetylglucosaminyltransferase activity"
GO:0031722,3,4,hemoglobin beta binding
GO:0086063,3,9,voltage-gated sodium channel activity involved in SA node cell action potential
GO:0070694,3,5,deoxyribonucleoside 5'-monophosphate N-glycosidase activity
GO:0009029,3,5,tetraacyldisaccharide 4'-kinase activity
GO:0120091,3,4,jasmonic acid hydrolase
GO:0018742,3,6,epoxide hydrolase B activity
GO:0031700,3,5,adrenomedullin receptor binding
GO:0061595,3,5,6-deoxy-6-sulfofructose-1-phosphate aldolase activity
GO:0018733,3,5,"3,4-dihydrocoumarin hydrolase activity"
GO:0047622,3,6,adenosine nucleosidase activity
GO:0080115,3,7,myosin XI tail binding
GO:0004079,3,4,biotin-[methylmalonyl-CoA-carboxytransferase] ligase activity
GO:0008908,3,6,isochorismatase activity
GO:0047286,3,5,NAD+-diphthamide ADP-ribosyltransferase activity
GO:0004071,3,6,aspartate-ammonia ligase activity
GO:0051669,3,5,fructan beta-fructosidase activity
GO:0008718,3,4,D-amino-acid dehydrogenase activity
GO:0030109,3,6,HLA-B specific inhibitory MHC class I receptor activity
GO:1990827,3,4,deaminase binding
GO:0016596,3,3,thienylcyclohexylpiperidine binding
GO:0019177,3,6,dihydroneopterin triphosphate pyrophosphohydrolase activity
GO:0001631,3,7,cysteinyl leukotriene receptor activity
GO:0047158,3,7,sinapoylglucose-sinapoylglucose O-sinapoyltransferase activity
GO:0050286,3,6,sorbitol-6-phosphatase activity
GO:0042017,3,4,interleukin-22 binding
GO:0140344,3,4,triglyceride transfer activity
GO:0047981,3,7,histidine N-acetyltransferase activity
GO:0047092,3,5,27-hydroxycholesterol 7-alpha-monooxygenase activity
GO:0047964,3,5,glyoxylate reductase activity
GO:0036380,3,5,UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
GO:0018820,3,5,cyanamide hydratase activity
GO:0036403,3,5,arachidonate 8(S)-lipoxygenase activity
GO:0017188,3,7,aspartate N-acetyltransferase activity
GO:0019975,3,4,interleukin-17 binding
GO:0050524,3,5,coenzyme-B sulfoethylthiotransferase activity
GO:0097726,3,4,LEM domain binding
GO:1901680,3,5,sulfur-containing amino acid secondary active transmembrane transporter activity
GO:0018554,3,4,"1,2-dihydroxynaphthalene dioxygenase activity"
GO:0015334,3,6,high-affinity oligopeptide transmembrane transporter activity
GO:0031626,3,3,beta-endorphin binding
GO:0050797,3,6,thymidylate synthase (FAD) activity
GO:0015592,3,4,methylgalactoside transmembrane transporter activity
GO:0052589,3,5,malate dehydrogenase (menaquinone) activity
GO:0018729,3,5,propionate CoA-transferase activity
GO:0005252,3,7,open rectifier potassium channel activity
GO:0019010,3,6,farnesoic acid O-methyltransferase activity
GO:0030351,3,8,"inositol-1,3,4,5,6-pentakisphosphate 3-phosphatase activity"
GO:0010347,3,9,L-galactose-1-phosphate phosphatase activity
GO:0015660,3,4,formate efflux transmembrane transporter activity
GO:0031811,3,5,G protein-coupled nucleotide receptor binding
GO:0043530,3,5,adenosine 5'-monophosphoramidase activity
GO:0062181,3,5,"1-alpha,25-dihydroxyvitamin D3 23-hydroxylase activity"
GO:0034590,3,4,L-hydroxyproline transmembrane transporter activity
GO:0047022,3,5,7-beta-hydroxysteroid dehydrogenase (NADP+) activity
GO:0062179,3,4,vitamin D 23-hydroxylase activity
GO:0047888,3,3,fatty acid peroxidase activity
GO:0030946,3,5,"protein tyrosine phosphatase activity, metal-dependent"
GO:0002059,3,5,thymine binding
GO:0003947,3,6,(N-acetylneuraminyl)-galactosylglucosylceramide N-acetylgalactosaminyltransferase activity
GO:0070553,3,5,nicotinic acid receptor activity
GO:0051699,3,5,proline oxidase activity
GO:0001861,3,5,complement component C4b receptor activity
GO:0033914,3,6,"xylan 1,3-beta-xylosidase activity"
GO:0031895,3,6,V1B vasopressin receptor binding
GO:0008885,3,5,glutathionylspermidine synthase activity
GO:0004636,3,6,phosphoribosyl-ATP diphosphatase activity
GO:0061675,3,3,RBL family protein binding
GO:0050124,3,6,N-acylneuraminate-9-phosphatase activity
GO:0015244,3,4,fluconazole transmembrane transporter activity
GO:0001761,3,4,beta-alanine transmembrane transporter activity
GO:0070204,3,4,2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylic-acid synthase activity
GO:0033871,3,6,[heparan sulfate]-glucosamine 3-sulfotransferase 2 activity
GO:0046027,3,7,phospholipid:diacylglycerol acyltransferase activity
GO:1990525,3,4,BIR domain binding
GO:0015155,3,6,lactose transmembrane transporter activity
GO:0050418,3,4,hydroxylamine reductase activity
GO:0062064,3,5,box C/D snoRNP complex binding
GO:0047228,3,6,"1,2-diacylglycerol 3-glucosyltransferase activity"
GO:0080045,3,6,quercetin 3'-O-glucosyltransferase activity
GO:0043994,3,11,histone acetyltransferase activity (H3-K23 specific)
GO:0018392,3,4,glycoprotein 3-alpha-L-fucosyltransferase activity
GO:0102668,3,5,"liquiritigenin,NADPH:oxygen oxidoreductase activity"
GO:0033931,3,6,endogalactosaminidase activity
GO:0000341,3,6,RNA trimethylguanosine cap binding
GO:0102067,3,5,geranylgeranyl diphosphate reductase activity
GO:0035447,3,5,mycothiol synthase activity
GO:0080124,3,5,pheophytinase activity
GO:0047364,3,5,desulfoglucosinolate sulfotransferase activity
GO:0043811,3,5,phosphate:acyl-[acyl carrier protein] acyltransferase activity
GO:0043737,3,6,deoxyribonuclease V activity
GO:0046995,3,4,"oxidoreductase activity, acting on hydrogen as donor, with other known acceptors"
GO:0004727,3,5,prenylated protein tyrosine phosphatase activity
GO:0008403,3,4,25-hydroxycholecalciferol-24-hydroxylase activity
GO:0070406,3,4,glutamine binding
GO:0036218,3,7,dTTP diphosphatase activity
GO:0070456,3,8,galactose-1-phosphate phosphatase activity
GO:0071618,3,6,lysophosphatidylethanolamine acyltransferase activity
GO:0034291,3,6,canonical holin activity
GO:0050153,3,5,omega-hydroxydecanoate dehydrogenase activity
GO:0102106,3,5,curcumin synthase activity
GO:0015607,3,4,ATPase-coupled fatty-acyl-CoA transmembrane transporter activity
GO:0016692,3,3,NADH peroxidase activity
GO:1902118,3,3,calcidiol binding
GO:0018861,3,5,4-chlorobenzoate-CoA ligase activity
GO:0102212,3,5,unsaturated chondroitin disaccharide hydrolase activity
GO:0047728,3,5,carnitine 3-dehydrogenase activity
GO:0102877,3,5,alpha-copaene synthase activity
GO:0070738,3,4,tubulin-glycine ligase activity
GO:0033741,3,5,adenylyl-sulfate reductase (glutathione) activity
GO:0045513,3,5,interleukin-27 binding
GO:0033770,3,5,2-hydroxyisoflavanone synthase activity
GO:0033858,3,5,N-acetylgalactosamine kinase activity
GO:0017105,3,6,acyl-CoA delta11-desaturase activity
GO:0031695,3,6,alpha-2B adrenergic receptor binding
GO:0005294,3,5,neutral L-amino acid secondary active transmembrane transporter activity
GO:0062184,3,4,testosterone 16-beta-hydroxylase activity
GO:0051381,3,3,histamine binding
GO:0036348,3,4,hydantoin racemase activity
GO:0046406,3,6,magnesium protoporphyrin IX methyltransferase activity
GO:0019151,3,5,galactose 1-dehydrogenase activity
GO:0018697,3,5,carbonyl sulfide nitrogenase activity
GO:0033989,3,5,"3alpha,7alpha,12alpha-trihydroxy-5beta-cholest-24-enoyl-CoA hydratase activity"
GO:0070854,3,6,myosin VI heavy chain binding
GO:0008867,3,5,galactarate dehydratase activity
GO:0031877,3,6,somatostatin receptor binding
GO:0052861,3,6,"glucan endo-1,3-beta-glucanase activity, C-3 substituted reducing group"
GO:0046576,3,5,rhamnogalacturonan alpha-L-rhamnopyranosyl-(1->4)-alpha-D-galactopyranosyluronide lyase activity
GO:0032037,3,6,myosin I heavy chain binding
GO:0019772,3,6,low-affinity IgG receptor activity
GO:0047263,3,6,N-acylsphingosine galactosyltransferase activity
GO:0004919,3,5,interleukin-9 receptor activity
GO:0010437,3,6,"9,10 (9', 10')-carotenoid-cleaving dioxygenase activity"
GO:1990583,3,6,phospholipase D activator activity
GO:0080041,3,7,ADP-ribose pyrophosphohydrolase activity
GO:0086060,3,9,voltage-gated sodium channel activity involved in AV node cell action potential
GO:0008667,3,5,"2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase activity"
GO:0008869,3,5,galactonate dehydratase activity
GO:0000215,3,4,tRNA 2'-phosphotransferase activity
GO:0052817,3,8,very long chain acyl-CoA hydrolase activity
GO:0019119,3,7,"phenanthrene-9,10-epoxide hydrolase activity"
GO:0018585,3,4,fluorene oxygenase activity
GO:0009024,3,5,tagatose-6-phosphate kinase activity
GO:0008959,3,6,phosphate acetyltransferase activity
GO:0003961,3,4,O-acetylhomoserine aminocarboxypropyltransferase activity
GO:0047726,3,4,iron-cytochrome-c reductase activity
GO:1903231,3,6,mRNA binding involved in posttranscriptional gene silencing
GO:0034017,3,5,trans-2-decenoyl-acyl-carrier-protein isomerase activity
GO:0000006,3,7,high-affinity zinc transmembrane transporter activity
GO:0030795,3,6,jasmonate O-methyltransferase activity
GO:0005476,3,5,carnitine:acyl carnitine antiporter activity
GO:0080106,3,4,7-methylthiopropyl glucosinolate S-oxygenase activity
GO:0150025,3,3,oxidised low-density lipoprotein particle receptor activity
GO:0015200,3,4,methylammonium transmembrane transporter activity
GO:0016163,3,5,nitrogenase activity
GO:0033939,3,5,"xylan alpha-1,2-glucuronosidase activity"
GO:0016232,3,5,HNK-1 sulfotransferase activity
GO:0016630,3,5,protochlorophyllide reductase activity
GO:0000721,3,5,"(R,R)-butanediol dehydrogenase activity"
GO:0070027,3,2,carbon monoxide sensor activity
GO:0102390,3,5,mycophenolic acid acyl-glucuronide esterase activity
GO:0018537,3,4,"coenzyme F420-dependent N5,N10-methenyltetrahydromethanopterin reductase activity"
GO:0102113,3,5,hypoxia-inducible factor-asparagine oxygenase activity
GO:0042950,3,6,salicin transmembrane transporter activity
GO:0018850,3,4,chloromuconate cycloisomerase activity
GO:0033285,3,6,ATPase-coupled monocarboxylic acid transmembrane transporter activity
GO:0008888,3,6,glycerol dehydrogenase [NAD+] activity
GO:0031883,3,5,taste receptor binding
GO:0008875,3,5,gluconate dehydrogenase activity
GO:0070379,3,4,high mobility group box 1 binding
GO:0102604,3,5,"naringenin,NADPH:oxygen oxidoreductase activity"
GO:0086041,3,7,voltage-gated potassium channel activity involved in SA node cell action potential depolarization
GO:0086061,3,9,voltage-gated sodium channel activity involved in bundle of His cell action potential
GO:0047111,3,5,formate dehydrogenase (cytochrome-c-553) activity
GO:0008829,3,4,dCTP deaminase activity
GO:0008036,3,3,diuretic hormone receptor activity
GO:0047052,3,5,(S)-stylopine synthase activity
GO:0031720,3,3,haptoglobin binding
GO:0008965,3,5,phosphoenolpyruvate-protein phosphotransferase activity
GO:0019146,3,5,arabinose-5-phosphate isomerase activity
GO:0034057,3,6,RNA strand-exchange activity
GO:0047186,3,7,N-acetylneuraminate 7-O(or 9-O)-acetyltransferase activity
GO:0015042,3,5,trypanothione-disulfide reductase activity
GO:0097678,3,3,SOCS family protein binding
GO:0046508,3,3,"hydrolase activity, acting on carbon-sulfur bonds"
GO:0044692,3,4,exoribonuclease activator activity
GO:0102524,3,4,tRNAPhe (7-(3-amino-3-carboxypropyl)wyosine37-C2)-hydroxylase activity
GO:0106006,3,5,cytoskeletal protein-membrane anchor activity
GO:1990472,3,8,piRNA dual-strand cluster binding
GO:0036332,3,6,placental growth factor-activated receptor activity
GO:0047191,3,6,1-alkylglycerophosphocholine O-acyltransferase activity
GO:0017118,3,5,lipoyltransferase activity
GO:0032931,3,11,histone acetyltransferase activity (H3-K56 specific)
GO:0018675,3,6,(S)-limonene 6-monooxygenase activity
GO:0043799,3,5,glycine oxidase activity
GO:0015434,3,6,ATPase-coupled cadmium transmembrane transporter activity
GO:0004932,3,5,mating-type factor pheromone receptor activity
GO:0106078,3,7,histone succinyltransferase activity
GO:0098782,3,7,mechanosensitived potassium channel activity
GO:0046428,3,6,"1,4-dihydroxy-2-naphthoate octaprenyltransferase activity"
GO:0046566,3,4,DOPA dioxygenase activity
GO:0009017,3,5,succinylglutamate desuccinylase activity
GO:0043726,3,6,5-amino-6-(5-phosphoribitylamino)uracil phosphatase activity
GO:0043879,3,6,glycolate transmembrane transporter activity
GO:0062180,3,5,25-hydroxycholecalciferol-23-hydroxylase activity
GO:0015233,3,4,pantothenate transmembrane transporter activity
GO:0018576,3,6,"catechol 1,2-dioxygenase activity"
GO:0005144,3,5,interleukin-13 receptor binding
GO:0070119,3,4,ciliary neurotrophic factor binding
GO:0036220,3,7,ITP diphosphatase activity
GO:0004413,3,5,homoserine kinase activity
GO:0008924,3,5,malate dehydrogenase (quinone) activity
GO:0102102,3,5,homocarnosine synthase activity
GO:0050268,3,5,coniferyl-alcohol dehydrogenase activity
GO:0050084,3,6,mannitol-1-phosphatase activity
GO:0008803,3,8,bis(5'-nucleosyl)-tetraphosphatase (symmetrical) activity
GO:0051498,3,4,syn-copalyl diphosphate synthase activity
GO:0047879,3,5,erythronolide synthase activity
GO:0051265,3,7,diolein transacylation activity
GO:0033808,3,5,6'-deoxychalcone synthase activity
GO:0052720,3,4,class II DNA-(apurinic or apyrimidinic site) endonuclease activity
GO:0102704,3,5,"GDP-Man:Man2GlcNAc2-PP-dolichol alpha-1,6-mannosyltransferase activity"
GO:0015421,3,6,ATPase-coupled oligopeptide transmembrane transporter activity
GO:0003850,3,8,2-deoxyglucose-6-phosphatase activity
GO:0008447,3,5,L-ascorbate oxidase activity
GO:0043892,3,5,methylglyoxal reductase (NADPH-dependent) activity
GO:0051118,3,6,"glucan endo-1,3-alpha-glucosidase activity"
GO:0030729,3,5,acetoacetate-CoA ligase activity
GO:0047213,3,6,anthocyanidin 3-O-glucosyltransferase activity
GO:0032181,3,9,dinucleotide repeat insertion binding
GO:0102043,3,5,isopentenyl phosphate kinase activity
GO:0062076,3,6,acyl-CoA delta5-desaturase activity
GO:0015100,3,7,vanadium ion transmembrane transporter activity
GO:0043110,3,8,rDNA spacer replication fork barrier binding
GO:0090560,3,4,2-(3-amino-3-carboxypropyl)histidine synthase activity
GO:0050348,3,5,trehalose O-mycolyltransferase activity
GO:0015147,3,8,L-arabinose transmembrane transporter activity
GO:0047713,3,5,galactitol 2-dehydrogenase activity
GO:0062046,3,5,dehydropipecolic acid reductase
GO:0000831,3,6,inositol hexakisphosphate 6-kinase activity
GO:0036264,3,6,dopamine monooxygenase activity
GO:0031812,3,6,P2Y1 nucleotide receptor binding
GO:0015608,3,5,carbohydrate-importing ATPase activity
GO:0031423,3,3,hexon binding
GO:0043399,3,4,tRNA A64-2'-O-ribosylphosphate transferase activity
GO:0008701,3,5,4-hydroxy-2-oxovalerate aldolase activity
GO:0043364,3,3,glycyl-radical enzyme activating activity
GO:0072541,3,3,peroxynitrite reductase activity
GO:0004577,3,6,N-acetylglucosaminyldiphosphodolichol N-acetylglucosaminyltransferase activity
GO:0046029,3,5,mannitol dehydrogenase activity
GO:0043752,3,5,adenosylcobinamide kinase activity
GO:0050590,3,5,desacetoxyvindoline 4-hydroxylase activity
GO:0062183,3,4,all-trans retinoic acid 18-hydroxylase activity
GO:0090585,3,5,protein-phosphocysteine-L-ascorbate-phosphotransferase system transporter activity
GO:0102903,3,5,gamma-terpinene synthase activity
GO:0015573,3,5,beta-glucoside transmembrane transporter activity
GO:0038182,3,4,G protein-coupled bile acid receptor activity
GO:0047198,3,7,cysteine-S-conjugate N-acetyltransferase activity
GO:0010297,3,4,heteropolysaccharide binding
GO:0047958,3,5,glycine:2-oxoglutarate aminotransferase activity
GO:0008877,3,8,glucose-1-phosphatase activity
GO:1903089,3,4,5-amino-1-ribofuranosylimidazole-4-carboxamide transmembrane transporter activity
GO:0008824,3,4,cyanate hydratase activity
GO:0008114,3,5,phosphogluconate 2-dehydrogenase activity
GO:0061815,3,4,"ubiquitinyl hydrolase activity, acting on linear ubiquitin"
GO:0050412,3,6,cinnamate beta-D-glucosyltransferase activity
GO:0046507,3,4,UDPsulfoquinovose synthase activity
GO:0004125,3,4,L-seryl-tRNASec selenium transferase activity
GO:0017103,3,7,UTP:galactose-1-phosphate uridylyltransferase activity
GO:0043924,3,3,suramin binding
GO:0050444,3,5,aquacobalamin reductase (NADPH) activity
GO:0050785,3,3,advanced glycation end-product receptor activity
GO:0050011,3,5,itaconyl-CoA hydratase activity
GO:1990663,3,6,dihydroorotate dehydrogenase (fumarate) activity
GO:0003693,3,7,P-element binding
GO:0051871,3,3,dihydrofolic acid binding
GO:0015046,3,6,rubredoxin-NADP reductase activity
GO:0030487,3,8,"inositol-4,5-bisphosphate 5-phosphatase activity"
GO:1990470,3,7,piRNA cluster binding
GO:0051075,3,3,S-adenosylmethionine:tRNA ribosyltransferase-isomerase activity
GO:0099520,3,6,ion antiporter activity involved in regulation of presynaptic membrane potential
GO:0009671,3,6,nitrate:proton symporter activity
GO:0047040,3,5,pteridine reductase activity
GO:0051698,3,5,saccharopine oxidase activity
GO:0050086,3,5,mannitol 2-dehydrogenase activity
GO:0018659,3,5,4-hydroxybenzoate 3-monooxygenase activity
GO:0004409,3,5,homoaconitate hydratase activity
GO:0047316,3,6,glutamine-phenylpyruvate transaminase activity
GO:1990738,3,6,pseudouridine 5'-phosphatase activity
GO:0004877,3,5,complement component C3b receptor activity
GO:0033815,3,5,biphenyl synthase activity
GO:0008827,3,4,cytochrome o ubiquinol oxidase activity
GO:0008864,3,5,formyltetrahydrofolate deformylase activity
GO:0016732,3,4,"oxidoreductase activity, acting on iron-sulfur proteins as donors, dinitrogen as acceptor"
GO:0019114,3,5,catechol dioxygenase activity
GO:0045290,3,5,D-arabinose 1-dehydrogenase [NAD(P)+] activity
GO:0102076,3,5,"beta,beta-carotene-9',10'-cleaving oxygenase activity"
GO:0061685,3,5,diphthine methylesterase activity
GO:0045485,3,4,omega-6 fatty acid desaturase activity
GO:0062069,3,3,GARP complex binding
GO:0001884,3,4,pyrimidine nucleoside binding
GO:0036408,3,11,histone acetyltransferase activity (H3-K14 specific)
GO:0008922,3,6,long-chain fatty acid [acyl-carrier-protein] ligase activity
GO:0043957,3,5,acryloyl-CoA reductase (NADP+) activity
GO:0015390,3,7,purine-specific nucleoside:sodium symporter activity
GO:0015019,3,7,heparan-alpha-glucosaminide N-acetyltransferase activity
GO:0086037,3,8,sodium:potassium-exchanging ATPase activity involved in regulation of cardiac muscle cell membrane potential
GO:0080016,3,3,(-)-E-beta-caryophyllene synthase activity
GO:0035538,3,8,carbohydrate response element binding
GO:0016622,3,4,"oxidoreductase activity, acting on the aldehyde or oxo group of donors, cytochrome as acceptor"
GO:0042018,3,5,interleukin-22 receptor activity
GO:0071713,3,5,para-aminobenzoyl-glutamate hydrolase activity
GO:0140347,3,5,N-retinylidene-phosphatidylethanolamine flippase activity
GO:0051670,3,5,inulinase activity
GO:0050550,3,6,pinene synthase activity
GO:0033872,3,6,[heparan sulfate]-glucosamine 3-sulfotransferase 3 activity
GO:0031963,3,5,cortisol receptor activity
GO:0008855,3,6,exodeoxyribonuclease VII activity
GO:0003786,3,4,actin lateral binding
GO:0033832,3,6,"alpha,alpha-trehalose phosphorylase (configuration-retaining) activity"
GO:0018445,3,7,prothoracicotrophic hormone activity
GO:0046522,3,5,S-methyl-5-thioribose kinase activity
GO:0050568,3,5,protein-glutamine glutaminase activity
GO:0042958,3,5,maltodextrin transmembrane transporter activity
GO:0010280,3,3,UDP-L-rhamnose synthase activity
GO:0009016,3,5,succinyldiaminopimelate transaminase activity
GO:0015104,3,5,antimonite transmembrane transporter activity
GO:0009045,3,5,xylose isomerase activity
GO:0050484,3,8,GMP 5'-nucleotidase activity
GO:0034737,3,7,ergosterol O-acyltransferase activity
GO:0004119,3,8,cGMP-inhibited cyclic-nucleotide phosphodiesterase activity
GO:0015591,3,7,D-ribose transmembrane transporter activity
GO:0019118,3,6,phenanthrene-epoxide hydrolase activity
GO:0008995,3,4,ribonuclease E activity
GO:0050297,3,5,stizolobate synthase activity
GO:0018807,3,4,6-hydroxycyclohex-1-ene-1-carboxyl-CoA hydratase activity
GO:0008820,3,6,cobinamide phosphate guanylyltransferase activity
GO:0031861,3,6,prolactin-releasing peptide receptor binding
GO:0032546,2,4,deoxyribonucleoside binding
GO:0044604,2,6,ATPase-coupled phytochelatin transmembrane transporter activity
GO:0047254,2,6,"2,4-dihydroxy-7-methoxy-2H-1,4-benzoxazin-3(4H)-one 2-D-glucosyltransferase activity"
GO:0033847,2,4,O-phosphoserine sulfhydrylase activity
GO:0090633,2,6,keto-deoxynonulosonic acid (KDN) cytidylyltransferase activity
GO:0010489,2,5,"UDP-4-keto-6-deoxy-glucose-3,5-epimerase activity"
GO:0009026,2,5,tagaturonate reductase activity
GO:0008920,2,4,lipopolysaccharide heptosyltransferase activity
GO:0023025,2,4,MHC class Ib protein complex binding
GO:0102454,2,5,cyanidin 3-O-galactosyltransferase activity
GO:0050139,2,6,nicotinate-N-glucosyltransferase activity
GO:0062185,2,4,secalciferol 1-monooxygenase activity
GO:0033800,2,6,isoflavone 7-O-methyltransferase activity
GO:0018506,2,5,maleylacetate reductase activity
GO:0008957,2,7,phenylacetaldehyde dehydrogenase activity
GO:0010308,2,5,acireductone dioxygenase (Ni2+-requiring) activity
GO:0047568,2,5,3-oxo-5-beta-steroid 4-dehydrogenase activity
GO:0042314,2,4,bacteriochlorophyll binding
GO:0047338,2,7,UTP:xylose-1-phosphate uridylyltransferase activity
GO:0047530,2,5,"2,4-diaminopentanoate dehydrogenase activity"
GO:0033838,2,6,flavonol-3-O-glucoside glucosyltransferase activity
GO:1904162,2,7,5'-3' exodeoxyribonuclease activity involved in UV-damage excision repair
GO:0047068,2,5,"N5,N10-methenyltetrahydromethanopterin hydrogenase activity"
GO:0010852,2,4,cyclase inhibitor activity
GO:0030270,2,6,formylmethanofuran-tetrahydromethanopterin N-formyltransferase activity
GO:0031843,2,7,type 2 neuropeptide Y receptor binding
GO:0052618,2,5,coenzyme F420-0:L-glutamate ligase activity
GO:0090448,2,4,glucosinolate:proton symporter activity
GO:0010209,2,5,vacuolar sorting signal binding
GO:0050192,2,6,phosphoglycerate phosphatase activity
GO:0008961,2,3,phosphatidylglycerol-prolipoprotein diacylglyceryl transferase activity
GO:0033608,2,5,formyl-CoA transferase activity
GO:0008921,2,6,"lipopolysaccharide-1,6-galactosyltransferase activity"
GO:0102359,2,5,daphnetin 4-O-beta-glucosyltransferase activity
GO:0051741,2,6,"2-methyl-6-phytyl-1,4-benzoquinone methyltransferase activity"
GO:0043430,2,8,"2-decaprenyl-6-methoxy-1,4-benzoquinone methyltransferase activity"
GO:0102209,2,5,trans-permethrin hydrolase activity
GO:0061593,2,3,sulfoquinovose isomerase activity
GO:0015572,2,4,N-acetylglucosamine transmembrane transporter activity
GO:1905108,2,6,guanosine binding
GO:0008804,2,5,carbamate kinase activity
GO:0008733,2,5,L-arabinose isomerase activity
GO:0047868,2,5,dimethylmaleate hydratase activity
GO:0050281,2,5,serine-glyoxylate transaminase activity
GO:0047120,2,5,"(3S,4R)-3,4-dihydroxycyclohexa-1,5-diene-1,4-dicarboxylate dehydrogenase activity"
GO:0008980,2,5,propionate kinase activity
GO:0050532,2,6,2-phosphosulfolactate phosphatase activity
GO:0099620,2,5,UDP-4-amino-4-deoxy-L-arabinose aminotransferase
GO:0097621,2,5,monoamine oxidase activity
GO:0047991,2,5,hydroxylamine oxidase activity
GO:0045183,2,2,"translation factor activity, non-nucleic acid binding"
GO:0052694,2,4,jasmonoyl-isoleucine-12-hydroxylase activity
GO:0048307,2,5,ferredoxin-nitrite reductase activity
GO:0047807,2,6,cytokinin 7-beta-glucosyltransferase activity
GO:0097573,2,6,glutathione oxidoreductase activity
GO:1901359,2,4,tungstate binding
GO:0050076,2,4,maleate isomerase activity
GO:0102652,2,5,"gibberellin A9,2-oxoglutarate:oxygen oxidoreductase activity"
GO:0047244,2,5,N-acetylglucosaminyldiphosphoundecaprenol N-acetyl-beta-D-mannosaminyltransferase activity
GO:0047479,2,5,trypanothione synthase activity
GO:0033922,2,5,peptidoglycan beta-N-acetylmuramidase activity
GO:0015413,2,6,ATPase-coupled nickel transmembrane transporter activity
GO:0036441,2,5,2-dehydropantolactone reductase activity
GO:0016937,2,5,short-branched-chain-acyl-CoA dehydrogenase activity
GO:0015432,2,4,ATPase-coupled bile acid transmembrane transporter activity
GO:1904091,2,3,peptidyl carrier protein activity
GO:0050608,2,5,vanillin dehydrogenase activity
GO:1990644,2,4,microtubule site clamp
GO:0008807,2,5,carboxyvinyl-carboxyphosphonate phosphorylmutase activity
GO:0046987,2,6,"N-acetyllactosamine beta-1,3-glucuronosyltransferase activity"
GO:0034001,2,6,chondroitin-sulfate-ABC exolyase activity
GO:0102255,2,5,neo-lambda-carrahexaose hydrolase activity
GO:0004914,2,5,interleukin-5 receptor activity
GO:0002057,2,5,guanine binding
GO:0005122,2,4,torso binding
GO:0032548,2,5,pyrimidine deoxyribonucleoside binding
GO:0047884,2,7,FAD diphosphatase activity
